Title,LiveUrl,Total Units,Visitors,Page Views,Module Completed Rate,Module Started,Module Completed,Badges,Shared Badges,Module Hours Viewed,Module Avg Minutes per UV,Duration,Average Star rating,Total Rater,Sandbox Activate(Clicks),Sandbox Activate(Users),Products,Roles,Levels,MSAuthor,GitHubAuthor
Set up assets in Asset Management for Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/setup-assets-asset-management/,17,142,1452,53.49%,88,23,21,,24.059444444444445,20.62238095238095,111,,,,,dynamics-365;dynamics-scm;dynamics-finance-operations,functional-consultant,intermediate,cstorega,cstorega
Build a chat bot with the Azure Bot Service,https://docs.microsoft.com/en-us/learn/modules/build-chat-bot-with-azure-bot-service/,8,76,132,0.00%,20,0,,,4.14,6.536842105263158,110,,,,,azure;vs;vs-code;azure-bot-service,developer;ai-engineer;student,beginner,jasdeb,jasallen
Configure accounts receivable in Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/modules/configure-accounts-receivable-dyn365-finance/,13,632,4964,20.56%,498,51,47,,178.07527777777779,33.91910052910053,110,,,,,dynamics-365;dynamics-finance;dynamics-finance-operations,functional-consultant,intermediate,cstorega,cstorega
Get started with Dynamics 365 Project Operations,https://docs.microsoft.com/en-us/learn/modules/get-started-project-operations/,13,1071,7924,15.32%,695,53,44,,199.84666666666666,22.496810506566604,110,3.75,4,,,dynamics-365;dynamics-project-operations;dynamics-finance-operations;dynamics-finance,business-user;functional-consultant,beginner,cstorega,cstorega
Implement hybrid identity with Windows Server,https://docs.microsoft.com/en-us/learn/modules/implement-hybrid-identity-windows-server/,15,1647,13552,33.69%,1300,218,238,1,352.95194444444445,25.825752032520324,109,4.888888888888889,18,,,azure;azure-active-directory;azure-cloud-shell;azure-portal;azure-virtual-machines,administrator;solution-architect;technology-manager,intermediate,tonyj,wwlpublish
Work with Trade master data in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/trade-master-data-dynamics-365-business-central/,13,1001,8890,28.67%,876,125,101,,182.81333333333333,22.070020120724347,109,4.833333333333333,6,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate,kschimke,KevSch
Apply AI Builder Text Recognition in the transportation industry,https://docs.microsoft.com/en-us/learn/modules/apply-ai-builder-text-recognition-transportation-industry/,7,114,466,35.71%,56,10,10,,2.5841666666666665,2.7201754385964914,108,5,1,,,ai-builder;power-platform;power-automate,maker;business-user,beginner,robde,heyrob
Compare integrations in Finance and Operations apps with Dynamics AX 2012,https://docs.microsoft.com/en-us/learn/modules/compare-integration-ax-2012-finance-operations/,11,120,756,62.96%,54,17,17,,29.419722222222223,29.419722222222223,108,4,1,,,dynamics-finance-operations;dynamics-scm;dynamics-finance,solution-architect;functional-consultant;administrator,intermediate,cstorega,cstorega
Configure and manage vendor collaboration in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/configure-manage-vendor-collaboration-dyn365-supply-chain-mgmt/,16,727,5492,48.36%,489,118,69,,96.71638888888889,15.986179981634526,108,4.8,5,,,dynamics-365;dynamics-scm;dynamics-finance-operations,functional-consultant;business-user,intermediate,cstorega,cstorega
Get started with Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/get-started-supply-chain-management-dyn365-supply-chain-mgmt/,19,5318,62646,32.22%,4164,665,591,2,1440.935,32.67426303854875,108,4.637931034482759,58,,,dynamics-365;dynamics-scm;dynamics-finance-operations,business-user;functional-consultant,beginner,cstorega,cstorega
Prepare to teach the module: Design report layouts,https://docs.microsoft.com/en-us/learn/modules/prepare-to-teach-module-design-report-layouts/,7,2,26,100.00%,2,1,1,,0.06222222222222222,3.7333333333333334,108,,,,,power-bi;power-platform;azure-powerbi-embedded,data-analyst,intermediate,bgeoffro,wwlpublish
Deploy Dynamics 365 Commerce environments,https://docs.microsoft.com/en-us/learn/modules/deploy-commerce-environments/,11,134,726,35.48%,62,11,10,,9.175,8.216417910447761,107,5,1,,,dynamics-365;dynamics-commerce,functional-consultant;solution-architect;developer;administrator,intermediate,cstorega,cstorega
Distributed computing on the cloud: MapReduce,https://docs.microsoft.com/en-us/learn/modules/cmu-analytics-engines-mapreduce/,9,306,1762,45.95%,148,34,39,,43.729166666666664,17.148692810457515,107,,,,,azure,developer;student,beginner,chnoring,softchris
Reaprendendo a Aprender - Aprendizagem Baseada em Projeto - Sessão 1,https://docs.microsoft.com/en-us/learn/modules/sessao-1-reaprendendo-a-aprender/,18,108,1226,30.43%,92,14,15,,5.891666666666667,6.546296296296297,107,4.4,5,,,office-teams,k-12-educator;school-leader,intermediate,abdewees,mec-sa
Explore the test framework and tools in Finance and Operations apps,https://docs.microsoft.com/en-us/learn/modules/explore-test-framework-tools-finance-operations/,11,487,4154,50.25%,395,99,99,,125.87222222222222,31.079561042524006,106,4.5,2,,,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,developer,intermediate,cstorega,cstorega
Manage forms and pages in Dynamics 365 Marketing,https://docs.microsoft.com/en-us/learn/modules/manage-forms-pages-subscriptions/,11,485,3452,45.35%,346,78,73,,88.20388888888888,21.959474412171506,106,4.75,4,,,dynamics-365;dynamics-marketing,business-user;functional-consultant,intermediate,kschimke,KevSch
Create paginated reports  ,https://docs.microsoft.com/en-us/learn/modules/create-paginated-reports-power-bi/,8,8200,63346,59.71%,7201,2147,2231,2,1257.3397222222222,18.463138358622942,105,4.711956521739131,184,,,power-bi;power-platform,data-analyst,intermediate,robde,heyrob
Object detection on Edge devices with Live Video Analytics using YOLO model,https://docs.microsoft.com/en-us/learn/modules/object-detection-iot-edge-live-video-analytics/,13,350,1936,40.00%,170,34,34,,19.601944444444445,6.720666666666666,105,4.5,2,,,azure-iot-hub,ai-edge-engineer,intermediate,chnoring,leestott
Configure and manage host security,https://docs.microsoft.com/en-us/learn/modules/host-security/,14,1988,24559,65.09%,1740,563,612,,626.4597222222222,38.04411268556005,104,4.851851851851852,27,,,azure;azure-defender;azure-disk-encryption;azure-virtual-machines,administrator;security-engineer,intermediate,roberts,wwlpublish
Create a data-driven story with Power BI reports,https://docs.microsoft.com/en-us/learn/modules/data-driven-story-power-bi/,15,11491,132367,50.04%,9735,2414,2459,8,4102.872777777778,43.127604531651485,104,4.719101123595506,178,,,power-bi;power-platform,data-analyst,intermediate,robde,heyrob
Get started with Lifecycle Services for Finance and Operations apps,https://docs.microsoft.com/en-us/learn/modules/get-started-lifecycle-services-finance-operations/,14,2466,22056,34.97%,1920,335,317,4,705.3141666666667,34.40556910569106,104,4.75,28,,,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,functional-consultant;solution-architect;administrator,intermediate,cstorega,cstorega
Introducing Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/intro-dynamics-365-business-central/,15,4337,36720,26.36%,3249,426,340,3,1003.3575,27.896872103799815,104,4.714285714285714,42,,,dynamics-365;dynamics-business-central,business-user;functional-consultant,beginner,kschimke,KevSch
Manage software delivery by using a release based workflow on GitHub,https://docs.microsoft.com/en-us/learn/modules/release-based-workflow-github/,5,1652,8526,82.45%,1405,578,616,,95.85305555555556,6.97959142394822,104,4.958333333333333,24,,,github;azure,devops-engineer;administrator;developer;solution-architect,beginner,thpetche,tpetchel
Prepare to teach the module: Retrieve report data,https://docs.microsoft.com/en-us/learn/modules/prepare-to-teach-module-retrieve-report-data/,5,2,12,100.00%,2,1,1,,0.21333333333333335,12.8,104,,,,,power-bi;power-platform;azure-powerbi-embedded,data-analyst,intermediate,bgeoffro,wwlpublish
              Diseño del Aprendizaje en el Siglo XXI: Curso 3 - Habilidades de comunicación,https://docs.microsoft.com/en-us/learn/modules/21cld-curso-3-habilidades-de-comunicacion/,10,78,792,61.54%,52,16,16,1,4.146944444444444,6.37991452991453,103,5,4,,,office-365,k-12-educator;school-leader,beginner,abdewees,mec-sa
              تصميم التعلم للقرن الحادي والعشرين:الدورة الثانية-التعاون,https://docs.microsoft.com/en-us/learn/modules/21st-century-learning-design-course-2-collaboration/,9,142,1982,78.46%,130,51,55,2,6.954722222222222,5.877230046948357,103,4.769230769230769,13,,,office-365,k-12-educator;school-leader,beginner,abdewees,mec-sa
Authenticate and authorize multi-tenant apps using Azure Active Directory (Azure AD),https://docs.microsoft.com/en-us/learn/modules/cna-set-up-azure-ad-use-scale/,9,324,1960,43.82%,180,39,45,,28.569444444444443,10.646997929606625,103,5,2,,,azure;azure-active-directory,administrator;developer;solution-architect;student,intermediate,jasdeb,mpolicht
Becoming a solution architect for Dynamics 365 and Microsoft Power Platform,https://docs.microsoft.com/en-us/learn/modules/becoming-solution-architect/,7,2314,11652,26.55%,1944,257,223,2,389.60555555555555,20.274356750505927,103,4.823529411764706,17,,,dynamics-365;power-platform,solution-architect,advanced,dbeasley,DaveBeasley
Create products and product masters in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/create-products-product-masters-dyn365-supply-chain-mgmt/,12,1407,10200,32.54%,1019,164,124,,343.84,29.598852223816355,103,4.8,10,,,dynamics-365;dynamics-scm;dynamics-finance-operations,business-user;functional-consultant,intermediate,cstorega,cstorega
Manage transportation management in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/configure-transportation-management-dyn365-supply-chain-mgmt/,12,668,4992,15.88%,467,37,33,,167.6586111111111,30.20875875875876,103,4.5,4,,,dynamics-365;dynamics-scm;dynamics-finance-operations,functional-consultant;business-user,intermediate,cstorega,cstorega
Microsoft Yammer: Creación de redes sociales privadas…Comunicación responsable,https://docs.microsoft.com/en-us/learn/modules/microsoft-yammer-creacion-redes-sociales-privadas/,14,33,426,71.43%,29,10,11,,1.0452777777777778,3.919791666666667,103,4.4,5,,,office-365,k-12-educator,beginner,abdewees,mec-sa
تصميم التعلم للقرن الحادي والعشرين: الدورة السابعة- استخدام تكنولوجيا المعلومات والاتصالات في التعلّم,https://docs.microsoft.com/en-us/learn/modules/21st-century-learning-design-course-7/,9,103,1436,68.89%,91,31,34,,4.6786111111111115,5.504248366013072,103,4.666666666666667,3,,,office-365,k-12-educator;school-leader,beginner,abdewees,mec-sa
Create engaging messages with Adaptive Cards,https://docs.microsoft.com/en-us/learn/modules/adaptive-cards-create-engaging-messages/,8,635,2560,9.47%,339,16,18,,35.635555555555555,6.744900105152471,102,4,1,,,m365;office-adaptive-cards;office-outlook;office-teams,developer,intermediate,suzanz,andrewconnell-msft
Get started with the Windows Subsystem for Linux,https://docs.microsoft.com/en-us/learn/modules/get-started-with-windows-subsystem-for-linux/,8,10167,33568,1.94%,6611,64,38,,705.4947222222222,8.357291872326423,102,4.777777777777778,9,,,windows;vs-code,developer,beginner,mattwoj,mattwojo
"Manage emails, segments, and journeys in Dynamics 365 Marketing",https://docs.microsoft.com/en-us/learn/modules/manage-emails-journey/,14,672,5028,33.74%,496,83,76,,145.17916666666667,26.15840840840841,102,5,5,,,dynamics-365;dynamics-marketing,functional-consultant,intermediate,kschimke,KevSch
"Reaprendendo a Aprender - Gameficação, Aprendizagem Baseada em Jogos e Introdução ao Pensamento Computacional - Sessão 2",https://docs.microsoft.com/en-us/learn/modules/sessao-2-reaprendendo-a-aprender/,15,74,992,46.43%,56,13,14,,9.089444444444444,14.73963963963964,102,5,8,,,office-teams,k-12-educator;school-leader,intermediate,abdewees,mec-sa
Get started with project sales management in Dynamics 365 Project Operations,https://docs.microsoft.com/en-us/learn/modules/get-started-project-sales-management/,9,229,1386,32.20%,119,19,19,,36.40027777777778,19.158040935672513,101,4,1,,,dynamics-365;dynamics-project-operations;dynamics-finance-operations;dynamics-finance;dynamics-sales,business-user;functional-consultant,intermediate,cstorega,cstorega
Administer Business Central online,https://docs.microsoft.com/en-us/learn/modules/admin-online-dynamics-365-business-central/,11,1565,11684,24.93%,1380,171,146,,416.59583333333336,32.128213367609256,100,4.461538461538462,13,,,dynamics-365;dynamics-business-central,administrator;functional-consultant,intermediate,kschimke,KevSch
Build a basic cloud-native service using PostgreSQL and Node.js,https://docs.microsoft.com/en-us/learn/modules/cloud-native-build-basic-service/,9,306,2106,69.47%,191,66,76,3,17.060277777777777,6.734320175438596,100,5,4,,,azure;azure-database-postgresql,administrator;developer;solution-architect;student,intermediate,jasdeb,mpolicht
Set up an IoT Edge Gateway,https://docs.microsoft.com/en-us/learn/modules/set-up-iot-edge-gateway/,10,213,1678,54.79%,146,40,40,,34.83083333333333,19.71556603773585,100,1,1,2,2,azure-iot;azure-iot-edge,developer,advanced,pdecarlo,PeterTurcan
Configure and manage SQL database security,https://docs.microsoft.com/en-us/learn/modules/sql-database-security/,14,1506,19492,68.81%,1316,450,496,,390.2916666666667,31.26502002670227,99,4.88,25,,,azure;azure-sql-database;azure-sql-managed-instance,administrator;security-engineer,intermediate,roberts,wwlpublish
Configure cash and bank management in Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/modules/configure-cash-bank-management-dyn365-finance/,12,976,6780,20.30%,662,67,62,,219.21916666666667,27.00852156057495,99,5,3,,,dynamics-365;dynamics-finance;dynamics-finance-operations,functional-consultant,intermediate,cstorega,cstorega
Deploy and maintain cloud-native apps with GitHub actions and Azure Pipelines,https://docs.microsoft.com/en-us/learn/modules/cna-deploy-maintain/,9,247,1500,55.22%,135,37,45,,19.66777777777778,9.594037940379403,98,5,1,,,azure;github;azure-pipelines;azure-monitor;azure-application-insights,database-administrator;developer;devops-engineer;solution-architect;student;technology-manager,intermediate,jasdeb,mpolicht
Manage personnel with Dynamics 365 Human Resources,https://docs.microsoft.com/en-us/learn/modules/manage-personnel/,12,200,1208,40.98%,122,25,24,,25.781666666666666,15.469,98,5,4,,,dynamics-365;dynamics-human-resources,functional-consultant;business-user,beginner,kschimke,KevSch
