Title,LiveUrl,Total modules,Visitors,Page Views,LPCompletedRate,LPStarted,LPComplete,Trophies,Shared Trophies,Avg Minutes per Visitor,Bookmard Users,Duration(min),LearningPathUid,Roles,Products,Levels,MSAuthor,GitHubAuthor
"Microsoft Security, Compliance, and Identity Fundamentals: Describe the capabilities of Microsoft compliance solutions",https://docs.microsoft.com/en-us/learn/paths/describe-capabilities-of-microsoft-compliance-solutions/,5,8276,136471,25.61%,5018,1285,1420,1727,34.45251933301112,2253,147,learn.wwl.describe-capabilities-of-microsoft-compliance-solutions,business-user;student,azure;m365,beginner,ceperezb,wwlpublish
Safeguard multi-cloud apps and resources with cloud security solutions from Microsoft,https://docs.microsoft.com/en-us/learn/paths/m365-cloud-security/,2,1033,6812,25.35%,71,18,22,1727,17.380429170700225,511,141,learn-m365.m365-cloud-security,administrator,m365,intermediate,beccarobins,beccarobins
Microsoft Azure Data Fundamentals: Explore relational data in Azure,https://docs.microsoft.com/en-us/learn/paths/azure-data-fundamentals-explore-relational-data/,3,13527,192255,25.29%,10004,2530,2791,1727,48.00605825386265,7478,87,learn.wwl.azure-data-fundamentals-explore-relational-data,administrator;business-user;data-engineer;student,azure,beginner,rcaper,wwlpublish
Microsoft Azure Data Fundamentals: Explore modern data warehouse analytics in Azure,https://docs.microsoft.com/en-us/learn/paths/azure-data-fundamentals-explore-data-warehouse-analytics/,4,114322,571333,25.28%,10267,2595,2490,1727,14.294342733682056,7378,165,learn.wwl.azure-data-fundamentals-explore-data-warehouse-analytics,administrator;business-user;data-engineer,azure,beginner,rcaper,wwlpublish
"Microsoft 365 Fundamentals: Demonstrate knowledge of Microsoft 365 licensing, service and support",https://docs.microsoft.com/en-us/learn/paths/m365-licensing-service-support/,5,22611,219305,25.21%,4542,1145,1259,1727,17.2628182448071,6188,67,learn.wwl.m365-licensing-service-support,business-owner;business-user,m365;office-365,beginner,dahans,wwlpublish
"Implement Windows Server hybrid cloud management, monitoring, and security",https://docs.microsoft.com/en-us/learn/paths/implement-windows-server-hybrid-cloud-management-monitoring-security/,4,1022,8393,25.20%,254,64,73,1727,15.880707762557078,425,175,learn.wwl.implement-windows-server-hybrid-cloud-management-monitoring-security,administrator;solution-architect;technology-manager,azure;azure-cloud-shell;azure-monitor;azure-portal,intermediate,tonyj,wwlpublish
Create computer vision solutions with Azure Cognitive Services,https://docs.microsoft.com/en-us/learn/paths/create-computer-vision-solutions-azure-cognitive-services/,5,1708,25681,25.17%,1188,299,328,1727,18.41082162373146,243,267,learn.wwl.create-computer-vision-solutions-azure-cognitive-services,ai-engineer;developer,azure-cognitive-services;azure-computer-vision;azure-custom-vision;azure-face;azure-video-indexer,intermediate,gmalc,wwlpublish
Plan and implement Azure Cosmos DB SQL API,https://docs.microsoft.com/en-us/learn/paths/plan-implement-azure-cosmos-db-sql-api/,3,406,4789,25.08%,303,76,85,1727,26.479228243021346,25,111,learn.wwl.plan-implement-azure-cosmos-db-sql-api,developer,azure-cosmos-db,intermediate,calopez,wwlpublish
"Azure Fundamentals part 5: Describe identity, governance, privacy, and compliance features (AZ-900)",https://docs.microsoft.com/en-us/learn/paths/az-900-describe-identity-governance-privacy-compliance-features/,3,48585,667390,24.98%,39747,9929,11067,1727,38.15088436074234,33197,92,learn.az-900-describe-identity-governance-privacy-compliance-features,administrator;data-engineer;developer;devops-engineer;business-analyst;business-user;solution-architect,azure;azure-active-directory;azure-policy;azure-blueprints;azure-rbac,beginner,robbarefoot,Randall-Knapp
Architect infrastructure operations in Azure,https://docs.microsoft.com/en-us/learn/paths/architect-infrastructure-operations/,5,31648,356603,24.95%,1539,384,392,1727,35.58327487782272,9454,240,learn.architect-infrastructure-operations,solution-architect,azure;azure-monitor;azure-cost-management;azure-resource-manager;azure-policy,intermediate,jaboes,jboeshart
Microsoft Azure Data Fundamentals: Explore non-relational data in Azure,https://docs.microsoft.com/en-us/learn/paths/azure-data-fundamentals-explore-non-relational-data/,3,10378,140545,24.91%,8184,2039,2243,1727,51.12177201772981,6298,144,learn.wwl.azure-data-fundamentals-explore-non-relational-data,administrator;business-user;data-engineer;student,azure,beginner,rcaper,wwlpublish
Use the UI and controls in a canvas app in Power Apps,https://docs.microsoft.com/en-us/learn/paths/ui-controls-canvas-app-powerapps/,4,2679,28051,24.60%,1435,353,363,1727,25.36441458255568,2873,178,learn-bizapps.ui-controls-canvas-app-powerapps,functional-consultant;maker,power-platform;power-apps,intermediate,kschimke,KevSch
Get started with Dynamics 365 Customer Service scheduling,https://docs.microsoft.com/en-us/learn/paths/get-started-customer-scheduling/,2,247,1770,24.60%,187,46,50,1727,19.979689608636978,16,101,learn-dynamics.get-started-customer-scheduling,functional-consultant;business-user,dynamics-365;dynamics-customer-service,intermediate,kschimke,KevSch
Return items in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/return-items-dynamics-365-business-central/,3,464,4551,24.51%,306,75,81,1727,16.985416666666666,620,85,learn-dynamics.return-items-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
"Create relationships, business rules, calculations, and rollups in Microsoft Dataverse",https://docs.microsoft.com/en-us/learn/paths/create-relationships-common-data-service/,3,2078,18755,24.34%,1179,287,315,1727,22.116851138915624,1746,141,learn-dynamics.create-relationships-business-rules-calculations-and-rollups-in-common-data-service,functional-consultant,dynamics-365;power-platform;common-data-service;power-apps,intermediate,kschimke,KevSch
Provision and manage Azure Cognitive Services,https://docs.microsoft.com/en-us/learn/paths/provision-manage-azure-cognitive-services/,4,2207,35003,24.19%,1943,470,521,1727,30.25964355837487,678,185,learn.wwl.provision-manage-azure-cognitive-services,ai-engineer;data-scientist;developer;solution-architect;student,azure-cognitive-services,intermediate,gmalc,wwlpublish
SC-200: Create detections and perform investigations using Microsoft Sentinel,https://docs.microsoft.com/en-us/learn/paths/sc-200-create-detections-perform-investigations-azure-sentinel/,5,2152,26526,24.09%,880,212,231,1727,39.729368029739774,775,262,learn.wwl.sc-200-create-detections-perform-investigations-azure-sentinel,security-operations-analyst,azure;azure-sentinel,intermediate,bneeb,wwlpublish
Create server-side programming constructs in Azure Cosmos DB SQL API,https://docs.microsoft.com/en-us/learn/paths/create-server-side-programming-azure-cosmos-db-sql-api/,2,184,1310,24.05%,158,38,41,1727,14.692210144927536,18,92,learn.wwl.create-server-side-programming-azure-cosmos-db-sql-api,developer,azure-cosmos-db,intermediate,calopez,wwlpublish
Protect against malicious threats with Microsoft Defender for Office 365,https://docs.microsoft.com/en-us/learn/paths/defender-office-365-malicious-threats/,3,333,2448,24.02%,179,43,48,1727,14.443343343343344,282,92,learn-m365.defender-office-365-malicious-threats,administrator;security-operations-analyst;security-engineer,m365;mdatp,beginner,beccarobins,beccarobins
Manage security operations in Azure,https://docs.microsoft.com/en-us/learn/paths/manage-security-operations/,8,38166,359387,23.87%,1462,349,366,1727,25.96739157015843,8618,360,learn.security.manage-security-operations,administrator;security-engineer,azure;azure-policy;azure-key-vault;azure-active-directory;azure-api-management,beginner;intermediate,adsteven,adrianstevens
Implement threat intelligence in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/implement-microsoft-365-threat-intelligence/,4,1286,12168,23.73%,375,89,95,1727,29.251166407465007,260,148,learn.wwl.implement-microsoft-365-threat-intelligence,administrator;security-engineer;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate,tfrink,wwlpublish
Manage permissions and administration for Microsoft Dataverse,https://docs.microsoft.com/en-us/learn/paths/manage-permissions-administration-common-data-service/,2,4159,38658,23.72%,3246,770,779,1727,28.396569688226336,2530,117,learn-dynamics.manage-permissions-and-administration-for-common-data-service,functional-consultant,dynamics-365;power-platform;common-data-service;power-apps,intermediate,kschimke,KevSch
Implement disaster recovery in Windows Server on-premises and hybrid environments,https://docs.microsoft.com/en-us/learn/paths/implement-disaster-recovery-windows-server-premises/,5,3015,31604,23.69%,325,77,87,1727,31.489342177998893,90,238,learn.wwl.implement-disaster-recovery-windows-server-premises,administrator;solution-architect;technology-manager,azure;azure-backup;azure-site-recovery;windows-server,intermediate,tonyj,wwlpublish
Implement a data modeling and partitioning strategy for Azure Cosmos DB SQL API,https://docs.microsoft.com/en-us/learn/paths/implement-modeling-partitioning-azure-cosmos-db-sql-api/,2,243,2148,23.59%,195,46,51,1727,25.549245541838136,31,108,learn.wwl.implement-modeling-partitioning-azure-cosmos-db-sql-api,data-engineer;developer,azure;azure-cosmos-db,intermediate,calopez,wwlpublish
AZ-204: Implement infrastructure as a service solutions,https://docs.microsoft.com/en-us/learn/paths/az-204-implement-iaas-solutions/,4,5004,77635,23.41%,4259,997,1150,1727,42.471252997601916,469,121,learn.wwl.az-204-implement-iaas-solutions,developer,azure;azure-container-instances;azure-container-registry;azure-resource-manager;azure-virtual-machines,intermediate,jeffko,wwlpublish
Optimize query and operation performance in Azure Cosmos DB SQL API,https://docs.microsoft.com/en-us/learn/paths/optimize-query-performance-azure-cosmos-db-sql-api/,3,159,1579,23.40%,141,33,39,1727,16.44727463312369,13,114,learn.wwl.optimize-query-performance-azure-cosmos-db-sql-api,developer,azure-cosmos-db,intermediate,calopez,wwlpublish
Work with Hybrid Transactional and Analytical Processing Solutions using Azure Synapse Analytics,https://docs.microsoft.com/en-us/learn/paths/work-with-hybrid-transactional-analytical-processing-solutions/,4,2001,28880,23.34%,1555,363,398,1727,36.92553723138431,870,146,learn.wwl.work-with-hybrid-transactional-analytical-processing-solutions,data-engineer,azure-synapse-analytics,intermediate,jamesh,wwlpublish
Introduction to AI for business users,https://docs.microsoft.com/en-us/learn/paths/introduction-ai-for-business-users/,7,83213,570698,23.27%,1173,273,288,1727,22.69403618825584,1635,325,learn.wwl.introduction-ai-for-business-users,business-user,m365;power-platform,beginner,japerena,wwlpublish
Migrate SAP workloads to Azure,https://docs.microsoft.com/en-us/learn/paths/migrate-sap-workloads-to-azure/,3,205,2378,23.24%,142,33,35,1727,17.16609756097561,36,186,learn.wwl.migrate-sap-workloads-to-azure,administrator;solution-architect,azure,advanced,eric,wwlpublish
Integrate Power Automate flows and Dataverse,https://docs.microsoft.com/en-us/learn/paths/integrate-dataverse-power-automate/,2,285,1731,23.20%,181,42,46,1727,14.124736842105262,176,23,learn-bizapps.integrate-dataverse-power-automate,maker;developer,power-platform;power-automate;common-data-service,intermediate,dbeasley,DaveBeasley
"Microsoft Security, Compliance, and Identity Fundamentals: Describe the capabilities of Microsoft security solutions",https://docs.microsoft.com/en-us/learn/paths/describe-capabilities-of-microsoft-security-solutions/,6,8028,156505,23.14%,6369,1474,1651,1727,45.138988540109615,2568,133,learn.wwl.describe-capabilities-of-microsoft-security-solutions,business-user;student,azure;m365,beginner,ceperezb,wwlpublish
Microsoft 365 Fundamentals: Demonstrate fundamental knowledge of Microsoft 365 security and compliance capabilities,https://docs.microsoft.com/en-us/learn/paths/m365-security-compliance-capabilities/,8,36847,442366,23.12%,6835,1580,1465,1727,27.210669796727007,6804,197,learn.wwl.m365-security-compliance-capabilities,business-owner;business-user,m365,beginner,dahans,wwlpublish
SC-400: Implement Information Governance in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/implement-information-governance/,3,1353,12714,23.10%,857,198,214,1727,26.774981522542497,688,158,learn.wwl.implement-information-governance,auditor;ip-admin,m365;m365-information-protection,intermediate,bneeb,wwlpublish
AZ-400: Develop an instrumentation strategy,https://docs.microsoft.com/en-us/learn/paths/az-400-develop-instrumentation-strategy/,11,16394,144110,23.03%,1142,263,279,1727,26.096203895734213,3133,497,learn.az-400-develop-instrumentation-strategy,devops-engineer;administrator;developer;solution-architect,azure;azure-portal;azure-resource-manager;azure-application-insights;azure-monitor;azure-event-grid;azure-sentinel;azure-security-center;azure-service-health;vs-app-center;azure-virtual-machines;azure-app-service;azure-container-instances;azure-functions;azure-kubernetes-service;azure-logic-apps,beginner,thpetche,tpetchel
Upgrade Microsoft Office for IT at scale,https://docs.microsoft.com/en-us/learn/paths/m365-office-for-it/,4,283,1807,22.90%,131,30,32,1727,7.062190812720848,1368,106,learn-m365-office.m365-office-for-it,administrator,m365;office;office-365,intermediate,teleary,temanteleary
Build data analytics solutions using Azure Synapse serverless SQL pools,https://docs.microsoft.com/en-us/learn/paths/build-data-analytics-solutions-using-azure-synapse-serverless-sql-pools/,6,1678,17500,22.89%,651,149,161,1727,22.68095947556615,448,164,learn.wwl.build-data-analytics-solutions-using-azure-synapse-serverless-sql-pools,data-engineer,azure-synapse-analytics,intermediate,jamesh,wwlpublish
Deploy and manage compute resources for Azure administrators,https://docs.microsoft.com/en-us/learn/paths/azure-administrator-manage-compute-resources/,14,37322,316204,22.43%,477,107,65,1727,20.043148366468394,1329,681,learn.azure-admin-manage-compute-resources,administrator,azure;azure-virtual-machines;azure-clis;azure-resource-manager;azure-vm-scalesets;azure-container-instances;azure-container-registry;azure-kubernetes-service,beginner,cwatson,cwatson-cat
Secure your cloud data in Azure,https://docs.microsoft.com/en-us/learn/paths/secure-your-cloud-data/,7,41162,384183,22.33%,1675,374,386,1727,26.156690636995286,10167,287,learn.secure-your-cloud-data,developer;administrator,azure;azure-key-vault;azure-storage;azure-cosmos-db;azure-synapse-analytics;azure-sql-database,beginner;intermediate,adsteven,adrianstevens
Improve your reliability with modern operations practices,https://docs.microsoft.com/en-us/learn/paths/improve-reliability-modern-operations/,6,514,4416,22.14%,131,29,32,1727,16.03654345006485,679,170,learn.improve-reliability-modern-operations,administrator;devops-engineer;solution-architect;technology-manager,azure,beginner,dnb,dnblankedelman
Protect on-premises identities with Microsoft Defender for Cloud for Identity,https://docs.microsoft.com/en-us/learn/paths/defender-identity-protect-on-premises/,3,310,2228,22.12%,217,48,55,1727,14.189193548387097,237,50,learn-m365.m365-defender-identity-protect-on-premises,administrator;security-operations-analyst;security-engineer,m365;mdatp,beginner,beccarobins,beccarobins
Work with entitlements and service level agreements in Dynamics 365 Customer Service,https://docs.microsoft.com/en-us/learn/paths/work-with-entitlements-and-slas-in-microsoft-dynamics-365-for-customer-service/,2,846,5633,22.03%,413,91,98,1727,20.99286840031521,845,135,learn-bizapps.work-with-entitlements-and-slas-dyn365-customer-service,business-user;functional-consultant,dynamics-365;dynamics-customer-service,beginner,dbeasley,DaveBeasley
