Title,LiveUrl,Total modules,Visitors,Page Views,LPCompletedRate,LPStarted,LPComplete,Trophies,Shared Trophies,Avg Minutes per Visitor,Bookmard Users,Duration(min),LearningPathUid,Roles,Products,Levels,MSAuthor,GitHubAuthor
Manage basic fixed assets transactions in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/manage-fixed-assets-transactions/,3,235,1560,21.43%,84,18,18,1719,11.408014184397164,144,99,learn-dynamics.manage-fixed-assets-transactions,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
Manage an Azure Cosmos DB SQL API solution using DevOps practices,https://docs.microsoft.com/en-us/learn/paths/manage-cosmos-db-sql-api-solution-using-devops-practices/,2,158,1484,21.37%,131,28,32,1719,16.68175105485232,10,84,learn.wwl.manage-cosmos-db-sql-api-solution-using-devops-practices,developer,azure-cosmos-db,intermediate,calopez,wwlpublish
Integrate Power Automate flows and Dataverse,https://docs.microsoft.com/en-us/learn/paths/integrate-dataverse-power-automate/,2,260,1596,21.34%,164,35,40,1719,12.598269230769231,155,23,learn-bizapps.integrate-dataverse-power-automate,maker;developer,power-platform;power-automate;common-data-service,intermediate,dbeasley,DaveBeasley
Manage permissions and administration for Microsoft Dataverse,https://docs.microsoft.com/en-us/learn/paths/manage-permissions-administration-common-data-service/,2,3245,28680,21.30%,2582,550,538,1719,27.51050847457627,2399,117,learn-dynamics.manage-permissions-and-administration-for-common-data-service,functional-consultant,dynamics-365;power-platform;common-data-service;power-apps,intermediate,kschimke,KevSch
AZ-400: Manage source control,https://docs.microsoft.com/en-us/learn/paths/az-400-manage-source-control/,15,8089,94811,21.28%,1236,263,253,1719,19.888898504141427,2565,829,learn.az-400-manage-source-control,devops-engineer;administrator;developer;solution-architect,azure;github,beginner,thpetche,tpetchel
Architect API integration in Azure,https://docs.microsoft.com/en-us/learn/paths/architect-api-integration/,5,5365,48235,21.14%,1462,309,338,1719,21.88205964585275,6391,224,learn.architect-api-integration,solution-architect,azure;azure-api-management,intermediate,jaboes,jboeshart
Manage advanced fixed assets transactions in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/manage-advanced-fixed-assets-transactions/,5,198,1119,21.13%,71,15,14,1719,8.222811447811448,117,165,learn-dynamics.manage-advanced-fixed-assets-transactions,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
Monitor and troubleshoot Azure for SAP workloads,https://docs.microsoft.com/en-us/learn/paths/monitor-troubleshoot-azure-for-sap-workloads/,3,106,698,21.13%,71,15,15,1719,4.973899371069183,12,89,learn.wwl.monitor-troubleshoot-azure-for-sap-workloads,administrator;solution-architect,azure,advanced,eric,wwlpublish
Implement and manage storage for Azure administrators,https://docs.microsoft.com/en-us/learn/paths/azure-administrator-manage-storage/,9,19754,260106,20.94%,382,80,86,1719,26.61163308696973,566,351,learn.azure-admin-manage-storage,administrator,azure;azure-storage;azure-storage-accounts;azure-storage-explorer;azure-blob-storage;azure-files;azure-data-box-family;azure-virtual-machines,beginner,cwatson,cwatson-cat
Secure the Microsoft 365 Messaging environment,https://docs.microsoft.com/en-us/learn/paths/m365-messaging-secure-environment/,3,914,7333,20.90%,421,88,92,1719,20.867815463165574,1096,101,learn-m365.m365-messaging-secure-environment,administrator,m365;office-365;office-exchange-server,intermediate,teleary,AlexandraHrt
Microsoft Dynamics 365 Fundamentals (ERP): Explore Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/paths/learn-fundamentals-microsoft-dynamics-365-commerce/,3,2799,32093,20.88%,728,152,160,1719,42.66325473383351,415,136,learn.wwl.learn-fundamentals-microsoft-dynamics-365-commerce,business-owner;business-user;functional-consultant;student,dynamics-365;dynamics-commerce;dynamics-fraud-protection,beginner,ceabrams,wwlpublish
Microsoft Dynamics 365 Fundamentals (ERP): Explore Dynamics 365 Project Operations,https://docs.microsoft.com/en-us/learn/paths/explore-microsoft-dynamics-365-project-operations-erp/,3,2900,33630,20.81%,716,149,159,1719,43.037919540229886,498,158,learn.wwl.explore-microsoft-dynamics-365-project-operations-erp,business-owner;business-user;functional-consultant;student,dynamics-365,beginner,ceabrams,wwlpublish
Introduction to key Azure network security services,https://docs.microsoft.com/en-us/learn/paths/introduction-azure-networking-services/,5,1936,10570,20.81%,149,31,34,1719,15.345282369146005,186,202,learn.introduction-azure-networking-services,business-user,azure-firewall;azure-firewall-manager;azure-ddos-protection;azure-private-link;azure-virtual-wan;azure-web-application-firewall,beginner,jumcn,jamcneil
Migrate open-source databases to Azure,https://docs.microsoft.com/en-us/learn/paths/migrate-open-source-workloads/,4,2875,17870,20.77%,337,70,73,1719,10.651808695652173,544,248,learn.wwl.migrating-open-source-workloads-to-azure,data-engineer,azure,intermediate,rcaper,wwlpublish
Deliver engaging and accessible virtual events with Microsoft Teams and Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/m365-virtual-events-fundamentals/,3,593,5282,20.77%,443,92,98,1719,16.787577290612703,378,75,learn-m365-pr.virtual-events-beginner,administrator;business-user,m365;office-teams,beginner,elizapo,lizap
Create server-side programming constructs in Azure Cosmos DB SQL API,https://docs.microsoft.com/en-us/learn/paths/create-server-side-programming-azure-cosmos-db-sql-api/,2,158,1356,20.63%,126,26,31,1719,13.999261603375528,7,92,learn.wwl.create-server-side-programming-azure-cosmos-db-sql-api,developer,azure-cosmos-db,intermediate,calopez,wwlpublish
"Microsoft Security, Compliance, and Identity Fundamentals: Describe the concepts of security, compliance, and identity",https://docs.microsoft.com/en-us/learn/paths/describe-concepts-of-security-compliance-identity/,2,16340,161478,20.59%,11353,2338,2470,1719,25.734595063239492,4084,45,learn.wwl.describe-concepts-of-security-compliance-identity,business-user;student,azure;m365,beginner,ceperezb,wwlpublish
Introduction to Azure database administration,https://docs.microsoft.com/en-us/learn/paths/introduction-to-azure-database-administration/,1,237,1189,20.56%,180,37,39,1719,11.814275668073137,41,34,learn.wwl.introduction-to-azure-database-administration,data-analyst;data-engineer;database-administrator,azure-sql-database;azure-sql-managed-instance;azure-sql-virtual-machines,intermediate,jupadrao,wwlpublish
Manage the transport pipeline in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/manage-transport-pipeline-microsoft-365/,3,57,400,20.51%,39,8,9,1719,10.070175438596491,19,85,learn.wwl.manage-transport-pipeline-microsoft-365,administrator,azure-active-directory;m365,intermediate,tfrink,wwlpublish
Manage and troubleshoot mail flow in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/manage-troubleshoot-mail-flow-microsoft-365/,4,81,634,20.41%,49,10,10,1719,17.43724279835391,27,102,learn.wwl.manage-troubleshoot-mail-flow-microsoft-365,administrator,azure-active-directory;m365,intermediate,tfrink,wwlpublish
Set up Microsoft Teams meetings for your organization,https://docs.microsoft.com/en-us/learn/paths/m365-teams-setup-meetings/,3,935,7882,20.36%,727,148,164,1719,10.020463458110516,1438,56,learn-m365.teams-meetings,administrator,office-teams,intermediate,teleary,lizap
Manage work orders in Dynamics 365 Field Service,https://docs.microsoft.com/en-us/learn/paths/manage-work-orders/,4,464,3298,20.27%,74,15,16,1719,26.53976293103448,9,207,learn-dynamics.manage-work-orders,functional-consultant;business-user,dynamics-365;dynamics-field-service,intermediate,kschimke,KevSch
Implement applications and external access in Azure AD,https://docs.microsoft.com/en-us/learn/paths/implement-applications-external-access-azure-ad/,3,596,4943,20.22%,465,94,108,1719,23.370917225950784,203,92,learn.wwl.implement-applications-external-access-azure-ad,administrator;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate,tfrink,wwlpublish
Use warehouse management in manufacturing in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/use-warehouse-manufacturing-dyn365-supply-chain-mgmt/,3,1042,8451,20.21%,193,39,29,1719,34.93626039667306,611,587,learn-dynamics.use-warehouse-in-manufacturing-dyn365-fo,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate,cstorega,cstorega
Upgrade Microsoft Office for IT at scale,https://docs.microsoft.com/en-us/learn/paths/m365-office-for-it/,4,271,1850,20.17%,119,24,26,1719,9.332718327183272,1357,106,learn-m365-office.m365-office-for-it,administrator,m365;office;office-365,intermediate,teleary,AlexandraHrt
MS-500 part 3 - Implement and manage information protection,https://docs.microsoft.com/en-us/learn/paths/implement-manage-information-protection/,7,2336,32429,20.14%,1028,207,240,1719,32.630022831050226,340,342,learn.wwl.implement-manage-information-protection,administrator;security-engineer;technology-manager,office-365,intermediate,hrasheed,wwlpublish
Secure your cloud applications in Azure,https://docs.microsoft.com/en-us/learn/paths/secure-your-cloud-apps/,5,8321,80196,20.09%,2021,406,432,1719,22.04142931538677,10367,268,learn.security.secure-your-cloud-apps,solution-architect;developer;security-engineer,azure;azure-policy;azure-key-vault;azure-active-directory;azure-api-management,beginner;intermediate;advanced,adsteven,adrianstevens
AZ-104: Monitor and back up Azure resources,https://docs.microsoft.com/en-us/learn/paths/az-104-monitor-backup-resources/,9,10274,216637,19.96%,6782,1354,1485,1719,38.60376192330154,6451,290,learn.az-104-monitor-backup-resources,administrator,azure;azure-virtual-machines;azure-monitor;azure-application-insights;azure-backup;azure-site-recovery,beginner,cynthist,wwlpublish
Migrating Cassandra and MongoDB workloads to Cosmos DB,https://docs.microsoft.com/en-us/learn/paths/migrate-cassandra-mongo-db-workloads-to-cosmos-db/,3,203,1275,19.78%,91,18,18,1719,15.659852216748769,468,148,learn.wwl.migrating-cassandra-mongo-db-workloads-cosmos-db,data-engineer,azure-cosmos-db,intermediate,rcaper,wwlpublish
"Manage chat, teams, channels, and apps in Microsoft Teams",https://docs.microsoft.com/en-us/learn/paths/manage-chat-teams-channels-apps-microsoft-teams/,3,1732,17774,19.77%,1305,258,284,1719,21.123537336412625,702,153,learn.wwl.manage-chat-teams-channels-apps-microsoft-teams,administrator,m365;office-teams,intermediate,jennyche,wwlpublish
Work with entitlements and service level agreements in Dynamics 365 Customer Service,https://docs.microsoft.com/en-us/learn/paths/work-with-entitlements-and-slas-in-microsoft-dynamics-365-for-customer-service/,2,768,4738,19.77%,344,68,70,1719,26.88930121527778,830,128,learn-bizapps.work-with-entitlements-and-slas-dyn365-customer-service,business-user;functional-consultant,dynamics-365;dynamics-customer-service,beginner,dbeasley,DaveBeasley
Manage your Microsoft 365 tenant,https://docs.microsoft.com/en-us/learn/paths/manage-your-microsoft-365-tenant/,5,1031,15567,19.77%,769,152,170,1719,39.75958616230197,390,184,learn.wwl.manage-your-microsoft-365-tenant,administrator;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate,tfrink,wwlpublish
Data analysis in Power BI,https://docs.microsoft.com/en-us/learn/paths/perform-analytics-power-bi/,2,12466,109833,19.75%,10075,1990,2108,1719,23.12578212738649,11468,112,learn-bizapps.data-analysis-power-bi,data-analyst,power-bi,intermediate,robde,heyrob
Configure and work with analytics and reporting in Finance and Operations apps,https://docs.microsoft.com/en-us/learn/paths/configure-analytics-reporting-finance-operations/,2,1463,10616,19.69%,721,142,143,1719,38.62885623148781,1376,127,learn-dynamics.configure-analytics-reporting-finance-operations,functional-consultant;business-user,dynamics-365;dynamics-finance-operations;dynamics-finance,intermediate,cstorega,cstorega
Microsoft Dynamics 365 Fundamentals (CRM): Explore Dynamics 365 Customer Service,https://docs.microsoft.com/en-us/learn/paths/learn-fundamentals-microsoft-dynamics-365-customer-service/,4,6714,83752,19.56%,2142,419,443,1719,35.69189256280409,1040,180,learn.wwl.learn-fundamentals-microsoft-dynamics-365-customer-service,business-owner;business-user;functional-consultant;student,dynamics-365;dynamics-customer-service,beginner,ceabrams,wwlpublish
Prepare data for analysis,https://docs.microsoft.com/en-us/learn/paths/prepare-data-power-bi/,2,24070,267069,19.49%,16699,3254,3468,1719,42.482281539952915,15427,206,learn-bizapps.data-preparation-in-power-bi,data-analyst,power-bi,intermediate,robde,heyrob
Microsoft Azure AI Fundamentals: Get started with artificial intelligence,https://docs.microsoft.com/en-us/learn/paths/get-started-with-artificial-intelligence-on-azure/,1,23025,202938,19.42%,19004,3690,4296,1719,15.947103148751356,16254,34,learn.wwl.get-started-with-artificial-intelligence-on-azure,ai-engineer;data-scientist;developer;student,azure-bot-service;azure-cognitive-services;azure-machine-learning,beginner,gmalc,wwlpublish
Manage your education devices with Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/m365-manage-education-devices/,5,1333,7170,19.41%,237,46,49,1719,13.35821455363841,239,105,learn-m365-pr.m365-manage-education-devices,administrator,m365;mem-intune,beginner,teleary,IanKensey
Reconcile bank accounts in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/reconcile-bank-accounts-dynamics-365-business-central/,3,694,5469,19.31%,404,78,77,1719,18.608069164265128,663,113,learn-dynamics.reconcile-bank-accounts-dynamics-365-business-central,business-user;functional-consultant,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
Explore the foundations of identity and governance for SAP on Azure,https://docs.microsoft.com/en-us/learn/paths/explore-foundations-of-identity-governance/,3,96,1176,19.28%,83,16,19,1719,17.503993055555554,21,180,learn.wwl.explore-foundations-of-identity-governance,administrator;solution-architect,azure,advanced,eric,wwlpublish
Introduction to AI for business users,https://docs.microsoft.com/en-us/learn/paths/introduction-ai-for-business-users/,7,68778,477591,19.22%,947,182,191,1719,23.633508050054765,1517,325,learn.wwl.introduction-ai-for-business-users,business-user,m365;power-platform,beginner,japerena,wwlpublish
Configure apps in Finance and Operations,https://docs.microsoft.com/en-us/learn/paths/config-d365-finance-operations-apps/,3,528,4472,19.08%,304,58,61,1719,10.963099747474747,953,48,learn.wwl.config-d365-finance-operations-apps,business-analyst;business-user;developer;functional-consultant;solution-architect,dynamics-365;dynamics-finance;dynamics-finance-operations;dynamics-human-resources;dynamics-scm,beginner,jablak,wwlpublish
Implement advanced logic in Power Automate for desktop,https://docs.microsoft.com/en-us/learn/paths/pad-implement-advanced-logic/,5,1899,9327,18.98%,374,71,74,1719,8.992785676671932,420,140,learn-bizapps.pad-implement-advanced-logic,maker;developer;functional-consultant,power-platform;power-automate,intermediate,marleon,mariosleon
