Order,ModuleUrl,Uid,Url,Certification,LearningPathUrl,Title,Total Units,Visitors,Page Views,Module Completed Rate,Module Started,Module Completed,Badges,Shared Badges,Module Hours Viewed,Module Avg Minutes per UV,Sum of Duration,Average Star rating,Total Rater,Sandbox Activate(Clicks),Sandbox Activate(Users),Products,Roles,Levels,Month,Year
59,https://docs.microsoft.com/en-us/learn/modules/protect-against-security-threats-azure/,learn.azure.protect-against-security-threats-azure,/learn/modules/protect-against-security-threats-azure/,az-900,https://docs.microsoft.com/en-us/learn/paths/az-900-describe-general-security-network-security-features/,Protect against security threats on Azure,8,"36,903","324,935",54.04%,"34,568","18,682","18,980",179.0,15278.731940000001,24.84144695,25,4.813987022,"1,387","12,142","10,481",azure,administrator;business-owner;business-user;student;technology-manager,beginner,9,2021
60,https://docs.microsoft.com/en-us/learn/modules/capture-application-logs-app-service/,learn.azure.capture-application-logs-app-service,/learn/modules/capture-application-logs-app-service/,az-103,https://docs.microsoft.com/en-us/learn/paths/manage-security-operations/,Capture Web Application Logs with App Service Diagnostics Logging,8,"6,308","36,882",36.46%,"5,107","1,862","2,007",23.0,1677.710556,15.95793173,55,4.788571429,175,"1,136",904,azure;dotnet;aspnet-core;dotnet-core,developer;security-engineer,beginner,9,2021
61,https://docs.microsoft.com/en-us/learn/modules/capture-application-logs-app-service/,learn.azure.capture-application-logs-app-service,/learn/modules/capture-application-logs-app-service/,az-400,https://docs.microsoft.com/en-us/learn/paths/az-400-develop-sre-strategy/,Capture Web Application Logs with App Service Diagnostics Logging,8,"6,308","36,882",36.46%,"5,107","1,862","2,007",23.0,1677.710556,15.95793173,55,4.788571429,175,"1,136",904,azure;dotnet;aspnet-core;dotnet-core,developer;security-engineer,beginner,9,2021
62,https://docs.microsoft.com/en-us/learn/modules/capture-application-logs-app-service/,learn.azure.capture-application-logs-app-service,/learn/modules/capture-application-logs-app-service/,az-400,https://docs.microsoft.com/en-us/learn/paths/az-400-develop-instrumentation-strategy/,Capture Web Application Logs with App Service Diagnostics Logging,8,"6,308","36,882",36.46%,"5,107","1,862","2,007",23.0,1677.710556,15.95793173,55,4.788571429,175,"1,136",904,azure;dotnet;aspnet-core;dotnet-core,developer;security-engineer,beginner,9,2021
63,https://docs.microsoft.com/en-us/learn/modules/secure-vms-with-azure-security-center/,learn.azure-security.secure-vms-with-security-center,/learn/modules/secure-vms-with-azure-security-center/,az-103,https://docs.microsoft.com/en-us/learn/paths/manage-security-operations/,Protect your servers and VMs from brute-force and malware attacks with Azure Security Center,6,"1,575","10,427",86.32%,"1,403","1,211","1,324",11.0,212.28305559999998,8.086973545,44,4.935897436,78,,,azure;azure-security-center,security-engineer,intermediate,9,2021
64,https://docs.microsoft.com/en-us/learn/modules/resolve-threats-with-azure-security-center/,learn.azure-security.resolve-threats-with-azure-security-center,/learn/modules/resolve-threats-with-azure-security-center/,az-103,https://docs.microsoft.com/en-us/learn/paths/manage-security-operations/,Resolve security threats with Azure Security Center,7,"2,544","18,210",76.98%,"1,959","1,508","1,664",21.0,514.0797222,12.12452175,44,4.825242718,103,367,335,azure;azure-security-center,security-engineer,intermediate,9,2021
65,https://docs.microsoft.com/en-us/learn/modules/identify-threats-with-azure-security-center/,learn.azure-security.identify-threats-with-azure-security-center,/learn/modules/identify-threats-with-azure-security-center/,az-103,https://docs.microsoft.com/en-us/learn/paths/manage-security-operations/,Identify security threats with Azure Security Center,7,"1,503","11,721",83.37%,"1,383","1,153","1,292",9.0,279.1358333,11.14314704,43,4.847058823999999,85,,,azure;azure-security-center,security-engineer,beginner,9,2021
66,https://docs.microsoft.com/en-us/learn/modules/create-security-baselines/,learn.azure-security.create-security-baselines,/learn/modules/create-security-baselines/,az-103,https://docs.microsoft.com/en-us/learn/paths/manage-security-operations/,Create security baselines,11,"3,334","30,426",65.14%,"2,854","1,859","2,033",16.0,1248.417778,22.46702659,60,4.817518248,137,,,azure,developer;solution-architect;security-engineer,beginner,9,2021
67,https://docs.microsoft.com/en-us/learn/modules/analyze-infrastructure-with-azure-monitor-logs/,learn.analyze-infrastructure-with-azure-monitor-logs,/learn/modules/analyze-infrastructure-with-azure-monitor-logs/,az-103,https://docs.microsoft.com/en-us/learn/paths/manage-security-operations/,Analyze your Azure infrastructure by using Azure Monitor logs,5,"4,549","25,674",76.82%,"3,744","2,876","3,175",24.0,902.565,11.90457243,36,4.858024691000001,162,"1,020",973,azure;azure-monitor,solution-architect;administrator;security-engineer,beginner,9,2021
68,https://docs.microsoft.com/en-us/learn/modules/analyze-infrastructure-with-azure-monitor-logs/,learn.analyze-infrastructure-with-azure-monitor-logs,/learn/modules/analyze-infrastructure-with-azure-monitor-logs/,az-103,https://docs.microsoft.com/en-us/learn/paths/architect-infrastructure-operations/,Analyze your Azure infrastructure by using Azure Monitor logs,5,"4,549","25,674",76.82%,"3,744","2,876","3,175",24.0,902.565,11.90457243,36,4.858024691000001,162,"1,020",973,azure;azure-monitor,solution-architect;administrator;security-engineer,beginner,9,2021
69,https://docs.microsoft.com/en-us/learn/modules/analyze-infrastructure-with-azure-monitor-logs/,learn.analyze-infrastructure-with-azure-monitor-logs,/learn/modules/analyze-infrastructure-with-azure-monitor-logs/,az-103,https://docs.microsoft.com/en-us/learn/paths/architect-infrastructure-operations/,Analyze your Azure infrastructure by using Azure Monitor logs,5,"4,549","25,674",76.82%,"3,744","2,876","3,175",24.0,902.565,11.90457243,36,4.858024691000001,162,"1,020",973,azure;azure-monitor,solution-architect;administrator;security-engineer,beginner,9,2021
70,https://docs.microsoft.com/en-us/learn/modules/analyze-infrastructure-with-azure-monitor-logs/,learn.analyze-infrastructure-with-azure-monitor-logs,/learn/modules/analyze-infrastructure-with-azure-monitor-logs/,az-103,https://docs.microsoft.com/en-us/learn/paths/architect-infrastructure-operations/,Analyze your Azure infrastructure by using Azure Monitor logs,5,"4,549","25,674",76.82%,"3,744","2,876","3,175",24.0,902.565,11.90457243,36,4.858024691000001,162,"1,020",973,azure;azure-monitor,solution-architect;administrator;security-engineer,beginner,9,2021
71,https://docs.microsoft.com/en-us/learn/modules/analyze-infrastructure-with-azure-monitor-logs/,learn.analyze-infrastructure-with-azure-monitor-logs,/learn/modules/analyze-infrastructure-with-azure-monitor-logs/,az-103,https://docs.microsoft.com/en-us/learn/paths/architect-infrastructure-operations/,Analyze your Azure infrastructure by using Azure Monitor logs,5,"4,549","25,674",76.82%,"3,744","2,876","3,175",24.0,902.565,11.90457243,36,4.858024691000001,162,"1,020",973,azure;azure-monitor,solution-architect;administrator;security-engineer,beginner,9,2021
72,https://docs.microsoft.com/en-us/learn/modules/analyze-infrastructure-with-azure-monitor-logs/,learn.analyze-infrastructure-with-azure-monitor-logs,/learn/modules/analyze-infrastructure-with-azure-monitor-logs/,az-103,https://docs.microsoft.com/en-us/learn/paths/architect-infrastructure-operations/,Analyze your Azure infrastructure by using Azure Monitor logs,5,"4,549","25,674",76.82%,"3,744","2,876","3,175",24.0,902.565,11.90457243,36,4.858024691000001,162,"1,020",973,azure;azure-monitor,solution-architect;administrator;security-engineer,beginner,9,2021
73,https://docs.microsoft.com/en-us/learn/modules/analyze-infrastructure-with-azure-monitor-logs/,learn.analyze-infrastructure-with-azure-monitor-logs,/learn/modules/analyze-infrastructure-with-azure-monitor-logs/,az-104,https://docs.microsoft.com/en-us/learn/paths/az-104-monitor-backup-resources/,Analyze your Azure infrastructure by using Azure Monitor logs,5,"4,549","25,674",76.82%,"3,744","2,876","3,175",24.0,902.565,11.90457243,36,4.858024691000001,162,"1,020",973,azure;azure-monitor,solution-architect;administrator;security-engineer,beginner,9,2021
74,https://docs.microsoft.com/en-us/learn/modules/analyze-infrastructure-with-azure-monitor-logs/,learn.analyze-infrastructure-with-azure-monitor-logs,/learn/modules/analyze-infrastructure-with-azure-monitor-logs/,az-400,https://docs.microsoft.com/en-us/learn/paths/az-400-develop-instrumentation-strategy/,Analyze your Azure infrastructure by using Azure Monitor logs,5,"4,549","25,674",76.82%,"3,744","2,876","3,175",24.0,902.565,11.90457243,36,4.858024691000001,162,"1,020",973,azure;azure-monitor,solution-architect;administrator;security-engineer,beginner,9,2021
75,https://docs.microsoft.com/en-us/learn/modules/secure-app-with-oidc-and-azure-ad/,learn.secure-app-with-oidc-and-azure-ad,/learn/modules/secure-app-with-oidc-and-azure-ad/,az-103,https://docs.microsoft.com/en-us/learn/paths/manage-identity-and-access/,Secure your application by using OpenID Connect and Azure AD,6,"4,201","19,861",61.97%,"2,887","1,789","1,984",14.0,851.4355556,12.16046973,50,4.762711864,118,657,605,azure;azure-active-directory,solution-architect;developer;security-engineer,intermediate,9,2021
76,https://docs.microsoft.com/en-us/learn/modules/create-an-azure-account/,learn.create-azure-account,/learn/modules/create-an-azure-account/,az-103,https://docs.microsoft.com/en-us/learn/paths/manage-identity-and-access/,Create an Azure account,7,"11,244","51,522",42.80%,"6,680","2,859","2,929",17.0,1540.095833,8.218227499,39,4.870292887,239,,,azure;azure-portal,administrator;solution-architect;developer;security-engineer;student,beginner,9,2021
77,https://docs.microsoft.com/en-us/learn/modules/manage-device-identity-ad-join/,learn.azure.manage-device-identity-ad-join,/learn/modules/manage-device-identity-ad-join/,az-103,https://docs.microsoft.com/en-us/learn/paths/manage-identity-and-access/,Manage device identity with Azure AD join and Enterprise State Roaming,5,"3,381","18,762",80.17%,"2,567","2,058","2,326",20.0,837.9316667,14.87012718,25,4.77443609,133,,,azure-active-directory,administrator;solution-architect,intermediate,9,2021
78,https://docs.microsoft.com/en-us/learn/modules/create-users-and-groups-in-azure-active-directory/,learn.azure.create-users-and-groups-in-azure-active-directory,/learn/modules/create-users-and-groups-in-azure-active-directory/,az-103,https://docs.microsoft.com/en-us/learn/paths/manage-identity-and-access/,Create Azure users and groups in Azure Active Directory,8,"8,485","63,154",62.29%,"6,393","3,982","4,403",17.0,2428.097222,17.16980947,41,4.8384279480000005,229,"3,298","2,475",azure;azure-active-directory,administrator,beginner,9,2021
79,https://docs.microsoft.com/en-us/learn/modules/create-users-and-groups-in-azure-active-directory/,learn.azure.create-users-and-groups-in-azure-active-directory,/learn/modules/create-users-and-groups-in-azure-active-directory/,az-104,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-identities-governance/,Create Azure users and groups in Azure Active Directory,8,"8,485","63,154",62.29%,"6,393","3,982","4,403",17.0,2428.097222,17.16980947,41,4.8384279480000005,229,"3,298","2,475",azure;azure-active-directory,administrator,beginner,9,2021
80,https://docs.microsoft.com/en-us/learn/modules/create-users-and-groups-in-azure-active-directory/,learn.azure.create-users-and-groups-in-azure-active-directory,/learn/modules/create-users-and-groups-in-azure-active-directory/,az-400,https://docs.microsoft.com/en-us/learn/paths/az-400-develop-security-compliance-plan/,Create Azure users and groups in Azure Active Directory,8,"8,485","63,154",62.29%,"6,393","3,982","4,403",17.0,2428.097222,17.16980947,41,4.8384279480000005,229,"3,298","2,475",azure;azure-active-directory,administrator,beginner,9,2021
81,https://docs.microsoft.com/en-us/learn/modules/allow-users-reset-their-password/,learn.azure.allow-users-to-reset-their-password,/learn/modules/allow-users-reset-their-password/,az-103,https://docs.microsoft.com/en-us/learn/paths/manage-identity-and-access/,Allow users to reset their password with Azure Active Directory self-service password reset,6,"4,892","34,181",78.27%,"4,368","3,419","3,785",17.0,1165.907222,14.29976152,31,4.776649746,197,"1,516","1,278",azure;azure-active-directory,administrator;solution-architect,beginner,9,2021
82,https://docs.microsoft.com/en-us/learn/modules/allow-users-reset-their-password/,learn.azure.allow-users-to-reset-their-password,/learn/modules/allow-users-reset-their-password/,az-104,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-identities-governance/,Allow users to reset their password with Azure Active Directory self-service password reset,6,"4,892","34,181",78.27%,"4,368","3,419","3,785",17.0,1165.907222,14.29976152,31,4.776649746,197,"1,516","1,278",azure;azure-active-directory,administrator;solution-architect,beginner,9,2021
83,https://docs.microsoft.com/en-us/learn/modules/add-custom-domain-name-azure-active-directory/,learn.azure.add-custom-domain-name-azure-active-directory,/learn/modules/add-custom-domain-name-azure-active-directory/,az-103,https://docs.microsoft.com/en-us/learn/paths/manage-identity-and-access/,Add custom domain name to Azure Active Directory,5,"2,506","13,988",83.28%,"2,040","1,699","1,888",18.0,379.2586111,9.080413673999999,18,4.772727273,110,,,azure;azure-active-directory,administrator,beginner,9,2021
84,https://docs.microsoft.com/en-us/learn/modules/secure-aad-users-with-mfa/,learn.azure-security.secure-aad-users-with-mfa,/learn/modules/secure-aad-users-with-mfa/,az-103,https://docs.microsoft.com/en-us/learn/paths/manage-identity-and-access/,Secure Azure Active Directory users with Multi-Factor Authentication,6,"3,094","20,206",74.70%,"2,624","1,960","2,137",16.0,637.0688888999999,12.3542771,38,4.831775701000001,107,,,azure;azure-portal;azure-active-directory,security-engineer;administrator,beginner,9,2021
